Date,Wind_speed_1[m/s],Wind_direction_1[deg],Temperature_1[degC],Relative_humidity_1[%],SW_downward[W/m**2],SW_upward[W/m**2],LW_downward[W/m**2],LW_upward[W/m**2],NIR_downward[W/m**2],NIR_upward[W/m**2],Snow_depth[cm],Surface_pressure[hPa],Snow_temperature_1[degC],Snow_temperature_2[degC],Snow_temperature_3[degC],CNR4_body_temp[degC],Tilt_X[deg],Tilt_Y[deg],Wind_speed_2[m/s],Wind_direction_2[deg],Temperature_2[degC],Relative_humidity_2[%]
01.01.2015 01:00,5.3,23,-16.4,42,-2.36,1.02,159.81,219.69,-9999,-9999,59,870.1,-9999,-9999,-9999,-17.6,0.2,-0.1,-9999,-9999,-9999,-9999
01.01.2015 02:00,3.3,5,-16.8,44,-2.36,1.02,157.55,215.35,-9999,-9999,59,870.3,-9999,-9999,-9999,-18.2,0.3,-0.2,-9999,-9999,-9999,-9999
01.01.2015 03:00,2.1,350,-17.3,47,-2.36,1.02,155.68,209.33,-9999,-9999,59,870.4,-9999,-9999,-9999,-18.7,0.3,-0.3,-9999,-9999,-9999,-9999
01.01.2015 04:00,1.6,15,-17.2,49,-2.36,2.03,154.94,205.76,-9999,-9999,58,870.6,-9999,-9999,-9999,-19.1,0.2,-0.2,-9999,-9999,-9999,-9999
01.01.2015 05:00,1.4,33,-17.5,45,-2.36,1.02,153.83,203.26,-9999,-9999,59,871,-9999,-9999,-9999,-19.4,0.4,-0.3,-9999,-9999,-9999,-9999
01.01.2015 06:00,1.9,30,-17.8,46,-2.36,1.02,152.7,201.51,-9999,-9999,59,871.2,-9999,-9999,-9999,-19.5,0.3,-0.2,-9999,-9999,-9999,-9999
01.01.2015 07:00,2,5,-18,50,-2.36,1.02,153.87,201.78,-9999,-9999,58,871.4,-9999,-9999,-9999,-19.8,0.3,-0.1,-9999,-9999,-9999,-9999
01.01.2015 08:00,2.7,5,-18.7,56,-2.36,1.02,152.77,202.76,-9999,-9999,59,871.5,-9999,-9999,-9999,-20.1,0.4,-0.2,-9999,-9999,-9999,-9999
01.01.2015 09:00,2.4,9,-18.5,58,-2.36,1.02,152.77,202.06,-9999,-9999,59,871.8,-9999,-9999,-9999,-20.1,0.3,-0.2,-9999,-9999,-9999,-9999
01.01.2015 10:00,3.6,26,-17.7,50,-2.36,1.02,153.8,202.67,-9999,-9999,58,872,-9999,-9999,-9999,-19,0.4,-0.1,-9999,-9999,-9999,-9999
