105,2014,203,2241,5.3024,.00001,.00126
105,2014,203,2241,5.303,-.00005,-.00477
105,2014,203,2241,5.328,-.00029,-.02976
105,2014,203,2242,5.328,-.00006,-.00603
105,2014,203,2242,5.328,.00002,.00156
105,2014,203,2242,5.328,0,.0001
105,2014,203,2242,5.328,.00002,.00175
105,2014,203,2242,5.328,-.00001,-.00107
105,2014,203,2242,5.353,-.00002,-.00165
105,2014,203,2243,5.353,-.00008,-.00797
105,2014,203,2243,5.353,-.00015,-.01556
105,2014,203,2243,5.353,-.00018,-.01789
105,2014,203,2243,5.3779,-.00024,-.0249
105,2014,203,2243,5.3779,-.00028,-.0283
105,2014,203,2243,5.3779,-.0002,-.02023
105,2014,203,2244,5.3779,-.00021,-.02139
105,2014,203,2244,5.3779,-.00018,-.01877
105,2014,203,2244,5.3779,-.00002,-.00175
105,2014,203,2244,5.4029,.00003,.00331
105,2014,203,2244,5.4022,-.00005,-.00477
105,2014,203,2244,5.4022,-.00001,-.00107
105,2014,203,2245,5.3772,.00007,.00759
105,2014,203,2245,5.3772,.00016,.01585
105,2014,203,2245,5.3772,.00028,.02869
105,2014,203,2245,5.3772,.00039,.04007
105,2014,203,2245,5.3523,.00051,.05154
105,2014,203,2245,5.3273,.00062,.0635
105,2014,203,2246,5.3023,.00063,.06379
105,2014,203,2246,5.3023,.00054,.05494
105,2014,203,2246,5.2773,.0005,.05144
105,2014,203,2246,5.2773,.00046,.04716
105,2014,203,2246,5.2773,.00037,.03793
105,2014,203,2246,5.2524,.00037,.03773
105,2014,203,2247,5.2524,.00035,.03579
105,2014,203,2247,5.2524,.00035,.03588
105,2014,203,2247,5.2524,.00041,.04172
105,2014,203,2247,5.2269,.00036,.03695
105,2014,203,2247,5.2269,.00033,.03394
105,2014,203,2247,5.2269,.00038,.039
105,2014,203,2248,5.2269,.00036,.03666
105,2014,203,2248,5.2269,.0003,.03092
105,2014,203,2248,5.2269,.00025,.02538
105,2014,203,2248,5.2269,.00016,.01682
105,2014,203,2248,5.2269,.00011,.01157
105,2014,203,2248,5.2269,.00006,.00642
105,2014,203,2249,5.2269,.00017,.01741
105,2014,203,2249,5.2269,.00016,.01595
105,2014,203,2249,5.2269,.00023,.02363
105,2014,203,2249,5.2269,.00032,.03229
105,2014,203,2249,5.2269,.00032,.03229
105,2014,203,2249,5.2269,.0003,.03063
105,2014,203,2250,5.2269,.00029,.02937
105,2014,203,2250,5.2269,.00026,.02635
105,2014,203,2250,5.2269,.00024,.0246
105,2014,203,2250,5.2265,.00463,.47232
105,2014,203,2250,5.2265,.00272,.27705
105,2014,203,2250,5.2265,.00296,.30137
105,2014,203,2251,5.2265,.00274,.27929
105,2014,203,2251,5.2265,.00265,.26986
105,2014,203,2251,5.2514,.0027,.27482
105,2014,203,2251,5.2514,.00258,.26344
105,2014,203,2251,5.2764,.00253,.25829
105,2014,203,2251,5.2764,.00286,.29193
105,2014,203,2252,5.3013,.00245,.24934
105,2014,203,2252,5.3013,.00238,.24312
105,2014,203,2252,5.3263,.00249,.2544
105,2014,203,2252,5.2764,.01795,1.83
105,2014,203,2252,4.7772,.0874,8.9117
105,2014,203,2252,4.3033,.1582,16.132
105,2014,203,2253,3.9791,.20208,20.606
105,2014,203,2253,3.6298,.1987,20.261
105,2014,203,2253,3.3552,.19339,19.719
105,2014,203,2253,3.105,.18981,19.355
105,2014,203,2253,2.905,.20706,21.114
105,2014,203,2253,2.6797,.2547,25.972
