   0.00268849  0.000291312  2.90792e-07
   0.00272120  0.000277064  6.36107e-07
   0.00272538  0.000275376  6.65425e-07
   0.00272203  0.000275468  6.66331e-07
   0.00272629  0.000274648  6.70740e-07
   0.00271837  0.000277063  6.77034e-07
   0.00271239  0.000280048  5.56011e-07
   0.00271464  0.000279042  5.78066e-07
   0.00271831  0.000278497  5.80214e-07
   0.00273324  0.000272923  7.50070e-07
   0.00272182  0.000277915  5.88847e-07
   0.00271306  0.000280286  5.33636e-07
   0.00275088  0.000266886  8.65715e-07
   0.00271922  0.000279321  5.78862e-07
   0.00271990  0.000278311  5.88938e-07
   0.00271911  0.000278555  5.89390e-07
