"TOA5","Th-Bowdoin-2","CR1000","8318","CR1000.Std.12","CPU:BOWD-2_THERM-2014.CR1","5649","Therm"
"TIMESTAMP","RECORD","PTemp","Resist(1)","Resist(2)","Resist(3)","Resist(4)","Resist(5)","Resist(6)","Resist(7)","Resist(8)","Resist(9)","Resist(10)","Resist(11)","Resist(12)","Resist(13)","Resist(14)","Resist(15)","Resist(16)","Voltage(1)","Voltage(2)","Voltage(3)","Voltage(4)","Voltage(5)","Voltage(6)","Voltage(7)","Voltage(8)","Voltage(9)","Voltage(10)","Voltage(11)","Voltage(12)","Voltage(13)","Voltage(14)","Voltage(15)","Voltage(16)"
"TS","RN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2014-07-25 07:00:00",29,2.566,27.07654,27.6501,26.92406,30.86507,33.3555,33.45433,35.02178,35.36369,35.09745,34.83336,34.79581,33.38242,31.12279,24.36522,30.3398,41.84966,-25.60999,-20.38072,-27.01787,7.106436,26.48153,27.21899,38.61611,41.02961,39.15244,37.27527,37.0071,26.68266,9.184733,-51.82335,2.815758,82.46148
"2014-07-25 07:30:00",30,2.63,27.07654,27.6501,26.92406,30.86507,33.3555,33.45433,35.02178,35.36369,35.09745,34.84276,34.80519,33.38242,31.12279,23.8873,30.3398,41.8612,-25.60999,-20.38072,-27.01787,7.106436,26.48153,27.21899,38.61611,41.02961,39.15244,37.34231,37.07414,26.68266,9.184733,-56.71741,2.815758,82.52852
"2014-07-25 08:00:00",31,2.63,27.07654,27.6501,26.93131,30.86507,33.36447,33.45433,35.03123,35.36369,35.09745,34.84276,34.80519,33.38242,31.13114,23.95228,30.3398,41.8612,-25.60999,-20.38072,-26.95082,7.106436,26.54857,27.21899,38.68315,41.02961,39.15244,37.34231,37.07414,26.68266,9.251776,-56.04699,2.815758,82.52852
"2014-07-25 08:30:00",32,2.715,27.07654,27.6501,26.93131,30.87335,33.36447,33.45433,35.03123,35.36369,35.10692,34.84276,34.80519,33.3914,31.13114,23.69977,30.3398,41.87274,-25.60999,-20.38072,-26.95082,7.173478,26.54857,27.21899,38.68315,41.02961,39.21948,37.34231,37.07414,26.7497,9.251776,-58.66162,2.815758,82.59556
"2014-07-25 09:00:00",33,2.801,27.07654,27.6501,26.93855,30.87335,33.36447,33.46333,35.03123,35.37325,35.10692,34.84276,34.80519,33.3914,31.1395,23.91977,30.3398,41.87274,-25.60999,-20.38072,-26.88378,7.173478,26.54857,27.28603,38.68315,41.09666,39.21948,37.34231,37.07414,26.7497,9.318817,-56.3822,2.815758,82.59556
"2014-07-25 09:30:00",34,2.779,27.07654,27.6501,26.93855,30.87335,33.36447,33.46333,35.03123,35.37325,35.10692,34.85215,34.81458,33.40038,31.14785,23.99133,30.3398,41.87274,-25.60999,-20.38072,-26.88378,7.173478,26.54857,27.28603,38.68315,41.09666,39.21948,37.40935,37.14119,26.81674,9.385859,-55.64474,2.815758,82.59556
"2014-07-25 10:00:00",35,2.93,27.07654,27.6501,26.9458,30.88163,33.37345,33.46333,35.04068,35.37325,35.11639,34.85215,34.81458,33.40038,31.14785,23.41771,30.3398,41.87274,-25.60999,-20.38072,-26.81674,7.24052,26.61562,27.28603,38.75019,41.09666,39.28653,37.40935,37.14119,26.81674,9.385859,-61.61146,2.815758,82.59556
"2014-07-25 10:30:00",36,3.057,27.07654,27.6501,26.9458,30.88163,33.37345,33.46333,35.04068,35.37325,35.11639,34.85215,34.81458,33.40038,31.15621,23.50074,30.3398,41.88428,-25.60999,-20.38072,-26.81674,7.24052,26.61562,27.28603,38.75019,41.09666,39.28653,37.40935,37.14119,26.81674,9.452901,-60.73992,2.815758,82.66261
"2014-07-25 11:00:00",37,3.206,27.07654,27.6501,26.9458,30.88991,33.37345,33.47232,35.04068,35.38279,35.11639,34.86156,34.81458,33.40038,31.15621,23.76429,30.3398,41.88428,-25.60999,-20.38072,-26.81674,7.307562,26.61562,27.35308,38.75019,41.1637,39.28653,37.47639,37.14119,26.81674,9.452901,-57.9912,2.815758,82.66261
"2014-07-25 11:30:00",38,3.099,27.07654,27.6501,26.95305,30.88991,33.37345,33.47232,35.04068,35.38279,35.11639,34.86156,34.81458,33.40937,31.16456,24.14813,30.3398,41.88428,-25.60999,-20.38072,-26.7497,7.307562,26.61562,27.35308,38.75019,41.1637,39.28653,37.47639,37.14119,26.88378,9.519943,-54.03573,2.815758,82.66261
