"TOA5","Th-Bowdoin-1","CR1000","3712","CR1000.Std.08","CPU:BOWD-1_THERM-2014.CR1","55207","Therm"
"TIMESTAMP","RECORD","PTemp","Resist(1)","Resist(2)","Resist(3)","Resist(4)","Resist(5)","Resist(6)","Resist(7)","Resist(8)","Resist(9)","Resist(10)","Resist(11)","Resist(12)","Resist(13)","Resist(14)","Resist(15)","Resist(16)","Voltage(1)","Voltage(2)","Voltage(3)","Voltage(4)","Voltage(5)","Voltage(6)","Voltage(7)","Voltage(8)","Voltage(9)","Voltage(10)","Voltage(11)","Voltage(12)","Voltage(13)","Voltage(14)","Voltage(15)","Voltage(16)"
"TS","RN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2014-07-23 15:00:00",0,3.913,27.23181,27.42998,27.39318,27.65179,27.54807,27.5185,27.51111,27.52589,27.31972,27.0568,27.15876,27.40054,26.8612,26.89731,23.055,24.43513,-24.18402,-22.37524,-22.7102,-20.36549,-21.30337,-21.57134,-21.63833,-21.50435,-23.38012,-25.79182,-24.85394,-22.64321,-27.6006,-27.26564,-65.45093,-51.1147
"2014-07-23 15:30:00",1,3.999,27.23181,27.42998,27.39318,27.65179,27.54807,27.51111,27.51111,27.52589,27.31972,27.0568,27.15876,27.40054,26.8612,26.89731,23.46036,23.08645,-24.18402,-22.37524,-22.7102,-20.36549,-21.30338,-21.63833,-21.63833,-21.50435,-23.38012,-25.79182,-24.85394,-22.64321,-27.6006,-27.26564,-61.16346,-65.11597
"2014-07-23 16:00:00",2,3.978,27.23181,27.42998,27.39318,27.65179,27.54807,27.51111,27.51111,27.52589,27.31972,27.0568,27.15876,27.40054,26.8612,26.89731,23.51786,22.8671,-24.18402,-22.37524,-22.7102,-20.36549,-21.30338,-21.63833,-21.63833,-21.50435,-23.38012,-25.79182,-24.85394,-22.64321,-27.6006,-27.26564,-60.56054,-67.46069
"2014-07-23 16:30:00",3,3.784,27.23181,27.42998,27.39318,27.65179,27.54807,27.51111,27.51111,27.53328,27.31972,27.0568,27.15876,27.40054,26.8612,26.89731,24.13899,23.64609,-24.18402,-22.37524,-22.7102,-20.36549,-21.30338,-21.63833,-21.63833,-21.43736,-23.38012,-25.79182,-24.85394,-22.64321,-27.6006,-27.26564,-54.12933,-59.2207
"2014-07-23 17:00:00",4,3.4,27.23181,27.42998,27.39318,27.65179,27.54807,27.5185,27.51111,27.53328,27.32706,27.0568,27.15876,27.40054,26.8612,26.89731,24.37564,24.01492,-24.18402,-22.37524,-22.7102,-20.36549,-21.30338,-21.57134,-21.63833,-21.43736,-23.31313,-25.79182,-24.85394,-22.64321,-27.6006,-27.26564,-51.71763,-55.40218
"2014-07-23 17:30:00",5,3.314,27.23171,27.42989,27.39309,27.65171,27.54798,27.51841,27.51841,27.53319,27.32697,27.05671,27.15866,27.40045,26.86109,26.89721,24.09302,23.54966,-24.18487,-22.37603,-22.711,-20.36621,-21.30412,-21.5721,-21.5721,-21.43811,-23.31395,-25.79273,-24.85481,-22.64401,-27.60157,-27.2666,-54.60019,-60.2277
"2014-07-23 18:00:00",6,3.42,27.23177,27.42994,27.39314,27.65175,27.54803,27.51847,27.51108,27.53325,27.32702,27.05676,27.16602,27.4005,26.86115,26.89727,23.75547,23.31388,-24.18438,-22.37557,-22.71054,-20.36579,-21.30369,-21.57166,-21.63865,-21.43767,-23.31347,-25.7922,-24.78731,-22.64354,-27.60101,-27.26604,-58.0827,-62.7052
"2014-07-23 18:30:00",7,3.678,27.23181,27.42998,27.39317,27.65178,27.54806,27.51849,27.51849,27.53327,27.32705,27.0568,27.16605,27.40053,26.86119,26.89731,23.31396,22.80475,-24.18407,-22.37529,-22.71025,-20.36554,-21.30342,-21.57139,-21.57139,-21.43741,-23.31318,-25.79188,-24.787,-22.64326,-27.60066,-27.2657,-62.70441,-68.13076
