"TOA5","BOWDOIN-1","CR1000","16188","CR1000.Std.15","CPU:SENSORKETTE-1-2014.CR1","11029","All"
"TIMESTAMP","RECORD","BatV","PTemp","res(1)","res(2)","res(3)","res(4)","res(5)"
"TS","RN","","","","","","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2015-07-13 21:40:00",35323,13.66,28.66,"",""," 51,  286727, -150711, 9999, 9999, 9999, 20.384263, -0.405518,  -279  "," 64, -276897,  296172, 9999, 9999, 9999, 12.579414, -2.274902, -2654  ","  2, -257883,   94412, -250, 3725,  468,  1.896318, -3.471436, -4039  "
"2015-07-13 21:50:00",35324,13.69,29.08,"","",""," 64, -276964,  296220, 9999, 9999, 9999, 12.564628, -2.274902, -2650  ","  2, -257863,   94406, -252, 3722,  468,  1.892969, -3.490723, -4026  "
"2015-07-13 22:00:00",35325,13.66,29.42,"",""," 51,  286756, -150733, 9999, 9999, 9999, 20.386682, -0.405518,  -279  "," 64, -276971,  296225, 9999, 9999, 9999, 12.680322,  -2.23877, -2650  ","  2, -257856,   94402, -251, 3723,  469,  1.894585, -3.490723, -4034  "
"2015-07-13 22:10:00",35326,13.68,29.32,"",""," 51,  286754, -150718, 9999, 9999, 9999, 20.382192,  -0.38623,  -279  "," 64, -276988,  296270, 9999, 9999, 9999, 12.532295, -2.254883, -2663  ","  2, -257860,   94378, -251, 3724,  471,  1.892244, -3.490723, -4034  "
"2015-07-13 22:20:00",35327,13.65,28.72,"",""," 51,  286769, -150759, 9999, 9999, 9999, 20.371662, -0.367187,  -279  "," 64, -276931,  296292, 9999, 9999, 9999, 12.653547, -2.274902, -2654  ","  2, -257896,   94373, -250, 3726,  470,  1.891998, -3.490723, -4034  "
"2015-07-13 22:30:00",35328,13.66,27.85,"",""," 51,  286768, -150757, 9999, 9999, 9999, 20.381055,  -0.38623,  -275  "," 64, -276959,  296316, 9999, 9999, 9999,  12.68501, -2.258057, -2650  ","  2, -257887,   94386, -251, 3723,  472,  1.894953, -3.471436, -4043  "
"2015-07-13 22:40:00",35329,13.64,26.74,"",""," 51,  286746, -150750, 9999, 9999, 9999, 20.374059,  -0.38623,  -275  "," 64, -277072,  296301, 9999, 9999, 9999, 12.526359, -2.274902, -2659  ","  2, -257890,   94417, -251, 3723,  473,  1.892845, -3.529541, -4034  "
"2015-07-13 22:50:00",35330,13.65,25.55,"",""," 51,  286753, -150741, 9999, 9999, 9999, 20.377412,  -0.38623,  -296  "," 64, -277028,  296319, 9999, 9999, 9999, 12.518388, -2.294434, -2654  ","  2, -257885,   94392, -251, 3727,  471,  1.891998, -3.490723, -4034  "
"2015-07-13 23:00:00",35331,13.63,24.39,"",""," 51,  286752, -150756, 9999, 9999, 9999, 20.377571, -0.367187,  -283  "," 64, -277038,  296314, 9999, 9999, 9999, 12.543798, -2.294434, -2650  ","  2, -257896,   94436, -252, 3727,  472,  1.894558, -3.510254, -4034  "
"2015-07-13 23:10:00",35332,13.63,23.15,"",""," 51,  286798, -150760, 9999, 9999, 9999, 20.369821,  -0.38623,  -283  "," 64, -277048,  296287, 9999, 9999, 9999, 12.642541, -2.274902, -2654  ","  2, -257919,   94417, -251, 3725,  474,  1.895046, -3.510254, -4039  "
"2015-07-13 23:20:00",35333,13.64,21.92,"",""," 51,  286773, -150767, 9999, 9999, 9999, 20.369537, -0.367187,  -279  "," 64, -277102,  296365, 9999, 9999, 9999,   12.5202, -2.274902, -2650  ","  2, -257928,   94382, -249, 3727,  474,  1.894449, -3.490723, -4034  "
"2015-07-13 23:30:00",35334,13.63,20.77,"",""," 51,  286777, -150750, 9999, 9999, 9999, 20.378332, -0.405518,  -279  "," 64, -277075,  296379, 9999, 9999, 9999, 12.570854, -2.274902, -2641  ","  2, -257867,   94410, -251, 3727,  472,  1.895985, -3.490723, -4034  "
"2015-07-13 23:40:00",35335,13.64,19.7,"",""," 51,  286805, -150766, 9999, 9999, 9999, 20.370155, -0.367187,  -279  "," 64, -277151,  296341, 9999, 9999, 9999, 12.575521, -2.294434, -2654  ","  2, -257916,   94426, -250, 3725,  473,  1.891003, -3.490723, -4039  "
"2015-07-13 23:50:00",35336,13.61,18.74,"",""," 51,  286828, -150795, 9999, 9999, 9999, 20.371843,  -0.38623,  -287  "," 64, -277106,  296356, 9999, 9999, 9999, 12.643051, -2.294434, -2659  ","  2, -257895,   94451, -250, 3726,  471,  1.892504, -3.510254, -4030  "
"2015-07-14 00:00:00",35337,13.61,17.84,"",""," 51,  286783, -150787, 9999, 9999, 9999,  20.37198,  -0.38623,  -283  "," 64, -277142,  296397, 9999, 9999, 9999, 12.526105, -2.254883, -2659  ","  2, -257882,   94469, -250, 3727,  474,  1.893715, -3.471436, -4039  "
"2015-07-14 00:10:00",35338,13.6,17.01,"",""," 51,  286809, -150771, 9999, 9999, 9999, 20.369966,  -0.38623,  -283  "," 64, -277033,  296432, 9999, 9999, 9999, 12.524435, -2.274902, -2659  ","  2, -257930,   94457, -249, 3726,  473,  1.892061, -3.490723, -4039  "
"2015-07-14 00:20:00",35339,13.6,16.24,"",""," 51,  286819, -150815, 9999, 9999, 9999,  20.36695, -0.348145,  -287  "," 64, -277067,  296373, 9999, 9999, 9999, 12.556566, -2.294434, -2659  ","  2, -257914,   94452, -248, 3723,  473,  1.892937, -3.510254, -4034  "
"2015-07-14 00:30:00",35340,13.6,15.58,"","",""," 64, -277149,  296396, 9999, 9999, 9999, 12.684555,  -2.23877, -2659  ","  2, -257910,   94459, -245, 3725,  473,  1.893562, -3.471436, -4030  "
"2015-07-14 00:40:00",35341,13.6,14.97,"","",""," 64, -277154,  296399, 9999, 9999, 9999,  12.53457, -2.254883, -2650  ","  2, -257936,   94485, -247, 3724,  474,  1.896204, -3.490723, -4034  "
"2015-07-14 00:50:00",35342,13.61,14.42,"",""," 51,  286871, -150830, 9999, 9999, 9999, 20.362026, -0.367187,  -279  "," 64, -277217,  296461, 9999, 9999, 9999, 12.530721, -2.274902, -2646  ","  2, -257957,   94497, -243, 3725,  479,   1.89324, -3.471436, -4030  "
"2015-07-14 01:00:00",35343,13.59,13.87,"",""," 51,  286835, -150823, 9999, 9999, 9999, 20.364068, -0.405518,  -270  "," 64, -277193,  296409, 9999, 9999, 9999, 12.543895, -2.294434, -2650  ","  2, -257914,   94460, -248, 3722,  480,  1.893414, -3.471436, -4034  "
"2015-07-14 01:10:00",35344,13.61,13.35,"",""," 51,  286859, -150842, 9999, 9999, 9999, 20.359888, -0.405518,  -279  "," 64, -277254,  296455, 9999, 9999, 9999, 12.540586, -2.294434, -2659  ","  2, -257982,   94440, -249, 3725,  479,  1.894028, -3.490723, -4026  "
"2015-07-14 01:20:00",35345,13.59,12.77,"",""," 51,  286877, -150874, 9999, 9999, 9999,  20.35571,  -0.38623,  -279  "," 64, -277190,  296419, 9999, 9999, 9999,  12.59881, -2.274902, -2650  ","  2, -257959,   94441, -247, 3730,  474,  1.893648, -3.471436, -4034  "
"2015-07-14 01:30:00",35346,13.6,12.19,"",""," 51,  286870, -150870, 9999, 9999, 9999, 20.359073, -0.367187,  -283  "," 64, -277224,  296459, 9999, 9999, 9999, 12.598497, -2.274902, -2650  ","  2, -257963,   94442, -246, 3729,  477,  1.892961, -3.510254, -4030  "
"2015-07-14 01:40:00",35347,13.61,11.68,"","",""," 64, -277175,  296434, 9999, 9999, 9999, 12.628143, -2.274902, -2650  ","  2, -257984,   94472, -246, 3730,  474,  1.892481, -3.490723, -4034  "
"2015-07-14 01:50:00",35348,13.6,11.22,"",""," 51,  286887, -150846, 9999, 9999, 9999, 20.357313, -0.405518,  -275  "," 64, -277189,  296527, 9999, 9999, 9999, 12.609203, -2.294434, -2646  ","  2, -257954,   94493, -247, 3728,  475,  1.894768, -3.510254, -4030  "
"2015-07-14 02:00:00",35349,13.58,10.81,"",""," 51,  286866, -150859, 9999, 9999, 9999, 20.358272, -0.424561,  -283  "," 64, -277220,  296543, 9999, 9999, 9999, 12.592151, -2.274902, -2650  ","  2, -257949,   94444, -246, 3729,  476,  1.896614, -3.510254, -4034  "
"2015-07-14 02:10:00",35350,13.58,10.43,"",""," 51,  286883, -150862, 9999, 9999, 9999, 20.354988, -0.367187,  -287  "," 64, -277240,  296459, 9999, 9999, 9999, 12.587394, -2.274902, -2654  ","  2, -257949,   94499, -245, 3729,  473,   1.89299, -3.471436, -4026  "
"2015-07-14 02:20:00",35351,13.58,10.09,"",""," 51,  286904, -150875, 9999, 9999, 9999, 20.356462,  -0.38623,  -279  "," 64, -277273,  296505, 9999, 9999, 9999, 12.622196, -2.294434, -2646  ","  2, -257947,   94456, -246, 3727,  473,  1.891619, -3.471436, -4026  "
"2015-07-14 02:30:00",35352,13.59,9.73,"",""," 51,  286885, -150880, 9999, 9999, 9999, 20.355318,  -0.38623,  -275  "," 64, -277337,  296546, 9999, 9999, 9999, 12.518148, -2.274902, -2646  ","  2, -257995,   94504, -245, 3731,  473,  1.895588, -3.510254, -4030  "
"2015-07-14 02:40:00",35353,13.6,9.44,"",""," 51,  286917, -150846, 9999, 9999, 9999, 20.353788, -0.405518,  -279  "," 64, -277278,  296512, 9999, 9999, 9999, 12.579032, -2.254883, -2646  ","  2, -257949,   94495, -243, 3726,  474,  1.895792, -3.490723, -4043  "
"2015-07-14 02:50:00",35354,13.6,9.17,"",""," 51,  286936, -150904, 9999, 9999, 9999, 20.351316,  -0.38623,  -283  "," 64, -277210,  296557, 9999, 9999, 9999, 12.649749, -2.294434, -2654  ","  2, -258003,   94451, -242, 3730,  472,  1.894632, -3.490723, -4034  "
"2015-07-14 03:00:00",35355,13.57,8.9,"",""," 51,  286914, -150876, 9999, 9999, 9999, 20.352849,  -0.38623,  -275  "," 64, -277298,  296539, 9999, 9999, 9999, 12.674365, -2.258057, -2650  ","  2, -257996,   94515, -245, 3727,  472,  1.892702, -3.490723, -4039  "
"2015-07-14 03:10:00",35356,13.59,8.68,"",""," 51,  286906, -150893, 9999, 9999, 9999, 20.355981, -0.405518,  -279  "," 64, -277301,  296540, 9999, 9999, 9999, 12.667551, -2.258057, -2650  ","  2, -257962,   94500, -244, 3730,  471,  1.894337, -3.490723, -4034  "
"2015-07-14 03:20:00",35357,13.6,8.5,"",""," 51,  286903, -150903, 9999, 9999, 9999, 20.350967, -0.367187,  -283  "," 64, -277332,  296631, 9999, 9999, 9999, 12.649377, -2.274902, -2646  ","  2, -257965,   94480, -243, 3730,  471,  1.893059, -3.490723, -4034  "
"2015-07-14 03:30:00",35358,13.59,8.33,"",""," 51,  286920, -150907, 9999, 9999, 9999,  20.34937, -0.405518,  -279  "," 64, -277327,  296554, 9999, 9999, 9999,  12.67225, -2.258057, -2650  ","  2, -257985,   94517, -246, 3728,  472,  1.895443, -3.490723, -4034  "
"2015-07-14 03:40:00",35359,13.58,8.19,"",""," 51,  286925, -150921, 9999, 9999, 9999, 20.351251,  -0.38623,  -279  "," 64, -277372,  296588, 9999, 9999, 9999, 12.645694, -2.294434, -2646  ","  2, -258000,   94525, -246, 3727,  473,  1.894524, -3.471436, -4026  "
"2015-07-14 03:50:00",35360,13.6,8.04,"",""," 51,  286940, -150889, 9999, 9999, 9999, 20.351251,  -0.38623,  -275  "," 64, -277357,  296553, 9999, 9999, 9999, 12.640134, -2.254883, -2650  ","  2, -257965,   94501, -243, 3725,  472,  1.895563, -3.490723, -4034  "
"2015-07-14 04:00:00",35361,13.58,7.882,"",""," 51,  286973, -150923, 9999, 9999, 9999, 20.352712, -0.405518,  -270  "," 64, -277387,  296615, 9999, 9999, 9999, 12.637029, -2.254883, -2650  ","  2, -257999,   94498, -247, 3726,  473,  1.894569, -3.510254, -4039  "
"2015-07-14 04:10:00",35362,13.59,7.751,"",""," 51,  286937, -150892, 9999, 9999, 9999, 20.350944, -0.367187,  -270  "," 64, -277389,  296632, 9999, 9999, 9999, 12.631994, -2.254883, -2646  ","  2, -258010,   94530, -246, 3730,  473,  1.894526, -3.510254, -4030  "
"2015-07-14 04:20:00",35363,13.6,7.598,"",""," 51,  286994, -150877, 9999, 9999, 9999, 20.357389,  -0.38623,  -279  "," 64, -277369,  296593, 9999, 9999, 9999, 12.628143, -2.274902, -2650  ","  2, -258013,   94562, -244, 3726,  473,  1.891254, -3.452148, -4030  "
"2015-07-14 04:30:00",35364,13.58,7.464,"",""," 51,  286984, -150949, 9999, 9999, 9999, 20.352405, -0.367187,  -279  "," 64, -277367,  296629, 9999, 9999, 9999, 12.667615,  -2.23877, -2654  ","  2, -258022,   94552, -243, 3729,  472,  1.895866, -3.471436, -4026  "
"2015-07-14 04:40:00",35365,13.59,7.333,"",""," 51,  287001, -150894, 9999, 9999, 9999, 20.353376,  -0.38623,  -287  "," 64, -277374,  296683, 9999, 9999, 9999, 12.652412, -2.314453, -2654  ","  2, -258018,   94517, -242, 3731,  469,  1.893663, -3.490723, -4030  "
"2015-07-14 04:50:00",35366,13.59,7.225,"",""," 51,  286978, -150927, 9999, 9999, 9999, 20.355016,  -0.38623,  -275  "," 64, -277374,  296645, 9999, 9999, 9999, 12.646877, -2.254883, -2646  ","  2, -258023,   94527, -245, 3731,  468,  1.894085, -3.490723, -4030  "
"2015-07-14 05:00:00",35367,13.58,7.114,"",""," 51,  287003, -150922, 9999, 9999, 9999, 20.355327, -0.367187,  -283  "," 64, -277459,  296694, 9999, 9999, 9999, 12.662967,  -2.21875, -2650  ","  2, -258003,   94548, -244, 3732,  468,  1.896238, -3.490723, -4034  "
"2015-07-14 05:10:00",35368,13.59,6.983,"",""," 51,  287041, -150926, 9999, 9999, 9999, 20.359222, -0.367187,  -279  "," 64, -277432,  296610, 9999, 9999, 9999, 12.628305, -2.274902, -2646  ","  2, -258019,   94540, -241, 3730,  467,  1.897087, -3.459473, -4030  "
"2015-07-14 05:20:00",35369,13.58,6.875,"",""," 51,  287035, -150938, 9999, 9999, 9999, 20.361688,  -0.38623,  -275  "," 64, -277477,  296642, 9999, 9999, 9999, 12.657428, -2.258057, -2659  ","  2, -258017,   94581, -241, 3730,  469,   1.89196, -3.439941, -4030  "
"2015-07-14 05:30:00",35370,13.6,6.766,"",""," 51,  287035, -150938, 9999, 9999, 9999, 20.367641, -0.367187,  -275  "," 64, -277479,  296716, 9999, 9999, 9999, 12.639745, -2.314453, -2654  ","  2, -258024,   94591, -240, 3730,  468,  1.895571, -3.471436, -4030  "
"2015-07-14 05:40:00",35371,13.58,6.678,"",""," 51,  287041, -150941, 9999, 9999, 9999, 20.367576, -0.367187,  -279  "," 64, -277465,  296678, 9999, 9999, 9999, 12.639133, -2.294434, -2654  ","  2, -258046,   94558, -241, 3728,  468,  1.895853, -3.471436, -4030  "
"2015-07-14 05:50:00",35372,13.59,6.59,"",""," 51,  287022, -150954, 9999, 9999, 9999, 20.376401, -0.405518,  -279  "," 64, -277534,  296659, 9999, 9999, 9999, 12.654991, -2.254883, -2654  ","  2, -258054,   94557, -242, 3732,  468,  1.894226, -3.490723, -4034  "
"2015-07-14 06:00:00",35373,13.58,6.461,"",""," 51,  287056, -150921, 9999, 9999, 9999, 20.379076,  -0.38623,  -283  "," 64, -277482,  296749, 9999, 9999, 9999,  12.64125, -2.294434, -2641  ","  2, -258024,   94572, -240, 3728,  469,  1.898317, -3.490723, -4026  "
"2015-07-14 06:10:00",35374,13.59,6.373,"",""," 51,  287071, -150904, 9999, 9999, 9999, 20.379726, -0.367187,  -287  "," 64, -277539,  296790, 9999, 9999, 9999,  12.63503, -2.294434, -2650  ","  2, -258063,   94573, -239, 3731,  470,  1.896614, -3.510254, -4026  "
"2015-07-14 06:20:00",35375,13.58,6.287,"",""," 51,  287074, -150906, 9999, 9999, 9999, 20.386205,  -0.38623,  -279  "," 64, -277523,  296684, 9999, 9999, 9999, 12.635187, -2.274902, -2646  ","  2, -258029,   94582, -241, 3728,  469,    1.8965, -3.490723, -4034  "
"2015-07-14 06:30:00",35376,13.59,6.222,"",""," 51,  287064, -150923, 9999, 9999, 9999, 20.390003, -0.367187,  -279  "," 64, -277563,  296804, 9999, 9999, 9999, 12.650814, -2.274902, -2654  ","  2, -258066,   94581, -242, 3730,  470,   1.89641, -3.439941, -4030  "
"2015-07-14 06:40:00",35377,13.57,6.156,"",""," 51,  287106, -150948, 9999, 9999, 9999,  20.40682,  -0.38623,  -283  "," 64, -277529,  296738, 9999, 9999, 9999, 12.639131, -2.294434, -2650  ","  2, -258083,   94601, -241, 3733,  467,  1.898134, -3.490723, -4039  "
"2015-07-14 06:50:00",35378,13.58,6.091,"",""," 51,  287107, -150971, 9999, 9999, 9999, 20.415048,  -0.38623,  -279  "," 64, -277494,  296782, 9999, 9999, 9999, 12.626432, -2.294434, -2650  ","  2, -258071,   94576, -241, 3728,  469,  1.900043, -3.471436, -4039  "
"2015-07-14 07:00:00",35379,13.6,6.068,"",""," 51,  287105, -150935, 9999, 9999, 9999, 20.425325,  -0.38623,  -279  "," 64, -277580,  296746, 9999, 9999, 9999, 12.630664, -2.294434, -2650  ","  2, -258081,   94654, -241, 3733,  468,  1.897276, -3.452148, -4039  "
"2015-07-14 07:10:00",35380,13.56,6.048,"",""," 51,  287112, -150958, 9999, 9999, 9999, 20.429853, -0.405518,  -275  "," 64, -277576,  296849, 9999, 9999, 9999, 12.643779, -2.294434, -2671  ","  2, -258094,   94626, -244, 3732,  466,  1.891594, -3.471436, -4030  "
"2015-07-14 07:20:00",35381,13.57,6.025,"",""," 51,  287084, -150936, 9999, 9999, 9999, 20.428899,  -0.38623,  -275  "," 64, -277616,  296757, 9999, 9999, 9999, 12.649652, -2.294434, -2659  ","  2, -258084,   94608, -245, 3732,  467,  1.900345, -3.490723, -4034  "
"2015-07-14 07:30:00",35382,13.58,6.025,"",""," 51,  287140, -150977, 9999, 9999, 9999, 20.439573,  -0.38623,  -279  "," 64, -277554,  296816, 9999, 9999, 9999, 12.591562, -2.274902, -2654  ","  2, -258091,   94632, -243, 3733,  467,  1.898767, -3.510254, -4034  "
"2015-07-14 07:40:00",35383,13.58,6.025,"",""," 51,  287109, -150918, 9999, 9999, 9999, 20.441774,  -0.38623,  -279  "," 64, -277609,  296780, 9999, 9999, 9999, 12.608673, -2.254883, -2654  ","  2, -258060,   94582, -244, 3733,  465,  1.898357, -3.490723, -4030  "
"2015-07-14 07:50:00",35384,13.58,6.048,"",""," 51,  287116, -150954, 9999, 9999, 9999, 20.422893, -0.367187,  -279  "," 64, -277559,  296773, 9999, 9999, 9999, 12.646917, -2.274902, -2654  ","  2, -258058,   94620, -242, 3731,  465,  1.899204, -3.459473, -4026  "
"2015-07-14 08:00:00",35385,13.59,6.068,"",""," 51,  287131, -150991, 9999, 9999, 9999,  20.42197, -0.424561,  -283  "," 64, -277593,  296807, 9999, 9999, 9999, 12.645082, -2.274902, -2646  ","  2, -258096,   94634, -243, 3733,  466,  1.895493, -3.459473, -4039  "
"2015-07-14 08:10:00",35386,13.6,6.113,"",""," 51,  287147, -150958, 9999, 9999, 9999, 20.425683,  -0.38623,  -270  "," 64, -277661,  296809, 9999, 9999, 9999, 12.618566, -2.274902, -2659  ","  2, -258034,   94609, -242, 3733,  465,  1.893658, -3.459473, -4030  "
"2015-07-14 08:20:00",35387,13.58,6.156,"",""," 51,  287212, -150978, 9999, 9999, 9999, 20.434034, -0.405518,  -279  "," 64, -277687,  296868, 9999, 9999, 9999, 12.631961, -2.254883, -2659  ","  2, -258107,   94615, -244, 3732,  464,   1.89827, -3.490723, -4026  "
"2015-07-14 08:30:00",35388,13.56,6.177,"",""," 51,  287199, -151032, 9999, 9999, 9999, 20.446704, -0.424561,  -287  "," 64, -277715,  296849, 9999, 9999, 9999, 12.627883, -2.274902, -2663  ","  2, -258113,   94627, -245, 3732,  463,  1.898497, -3.490723, -4017  "
"2015-07-14 08:40:00",35389,13.57,6.222,"",""," 51,  287171, -150989, 9999, 9999, 9999, 20.449995,  -0.38623,  -279  "," 64, -277660,  296892, 9999, 9999, 9999, 12.632476, -2.274902, -2646  ","  2, -258105,   94627, -244, 3733,  463,  1.895657, -3.459473, -4021  "
"2015-07-14 08:50:00",35390,13.58,6.265,"",""," 51,  287153, -151012, 9999, 9999, 9999, 20.458089,  -0.38623,  -270  "," 64, -277630,  296909, 9999, 9999, 9999, 12.639101, -2.294434, -2646  ","  2, -258104,   94616, -244, 3731,  462,  1.897713,  -3.47876, -4030  "
"2015-07-14 09:00:00",35391,13.59,6.308,"",""," 51,  287188, -151011, 9999, 9999, 9999, 20.453754, -0.367187,  -279  "," 64, -277744,  296893, 9999, 9999, 9999, 12.641122, -2.294434, -2650  ","  2, -258069,   94643, -242, 3732,  463,  1.900076, -3.471436, -4030  "
"2015-07-14 09:10:00",35392,13.59,6.373,"",""," 51,  287157, -151011, 9999, 9999, 9999,  20.45712,  -0.38623,  -283  "," 64, -277713,  296954, 9999, 9999, 9999, 12.649248, -2.274902, -2663  ","  2, -258090,   94619, -243, 3731,  464,  1.899044, -3.490723, -4034  "
"2015-07-14 09:20:00",35393,13.58,6.439,"",""," 51,  287175, -151048, 9999, 9999, 9999, 20.457717, -0.367187,  -275  "," 64, -277687,  296968, 9999, 9999, 9999, 12.635313, -2.314453, -2646  ","  2, -258108,   94634, -246, 3728,  463,  1.897799, -3.459473, -4030  "
"2015-07-14 09:30:00",35394,13.57,6.547,"",""," 51,  287217, -151005, 9999, 9999, 9999, 20.456453, -0.405518,  -279  "," 64, -277672,  296932, 9999, 9999, 9999, 12.638759, -2.274902, -2646  ","  2, -258143,   94615, -245, 3730,  463,   1.89432, -3.471436, -4034  "
"2015-07-14 09:40:00",35395,13.59,6.678,"",""," 51,  287220, -151036, 9999, 9999, 9999, 20.453632, -0.367187,  -279  "," 64, -277665,  296918, 9999, 9999, 9999, 12.659898, -2.274902, -2654  ","  2, -258111,   94633, -246, 3730,  462,  1.897701, -3.459473, -4034  "
"2015-07-14 09:50:00",35396,13.57,6.809,"",""," 51,  287190, -151073, 9999, 9999, 9999, 20.452054,  -0.38623,  -283  "," 64, -277707,  296913, 9999, 9999, 9999, 12.653606, -2.274902, -2646  ","  2, -258088,   94627, -246, 3732,  463,  1.897024, -3.510254, -4026  "
"2015-07-14 10:00:00",35397,13.59,7.006,"",""," 51,  287162, -151047, 9999, 9999, 9999, 20.450574,  -0.38623,  -283  "," 64, -277705,  296969, 9999, 9999, 9999, 12.651407, -2.274902, -2650  ","  2, -258099,   94656, -243, 3730,  461,  1.898279, -3.471436, -4034  "
"2015-07-14 10:10:00",35398,13.57,7.202,"",""," 51,  287194, -151053, 9999, 9999, 9999, 20.448038, -0.405518,  -283  "," 64, -277775,  296997, 9999, 9999, 9999, 12.624313, -2.294434, -2654  ","  2, -258103,   94655, -244, 3725,  460,  1.900534, -3.471436, -4021  "
"2015-07-14 10:20:00",35399,13.58,7.444,"",""," 51,  287216, -151058, 9999, 9999, 9999, 20.445821,  -0.38623,  -275  "," 64, -277718,  296988, 9999, 9999, 9999, 12.640848, -2.274902, -2654  ","  2, -258134,   94674, -243, 3731,  463,  1.900261, -3.490723, -4034  "
"2015-07-14 10:30:00",35400,13.59,7.751,"",""," 51,  287255, -151087, 9999, 9999, 9999, 20.446252, -0.405518,  -283  "," 64, -277807,  296942, 9999, 9999, 9999, 12.638696, -2.274902, -2646  ","  2, -258118,   94653, -243, 3736,  460,  1.900957, -3.439941, -4030  "
"2015-07-14 10:40:00",35401,13.58,8.08,"",""," 51,  287260, -151058, 9999, 9999, 9999, 20.441774,  -0.38623,  -275  "," 64, -277759,  296977, 9999, 9999, 9999, 12.625272, -2.235596, -2637  ","  2, -258175,   94681, -248, 3735,  462,  1.898489, -3.471436, -4030  "
"2015-07-14 10:50:00",35402,13.58,8.44,"",""," 51,  287226, -151066, 9999, 9999, 9999, 20.439718,  -0.38623,  -279  "," 64, -277741,  296999, 9999, 9999, 9999, 12.610328, -2.294434, -2641  ","  2, -258085,   94653, -250, 3734,  460,  1.900579, -3.439941, -4034  "
