"Date Time, GMT+00:00","Abs Pres, kPa"
15/07/15 14:00:00,113.756
15/07/15 14:00:02,113.756
15/07/15 14:00:04,113.691
15/07/15 14:00:06,113.822
15/07/15 14:00:08,113.756
15/07/15 14:00:10,113.756
15/07/15 14:00:12,113.756
15/07/15 14:00:14,113.691
15/07/15 14:00:16,113.691
15/07/15 14:00:18,113.756
15/07/15 14:00:20,113.756
15/07/15 14:00:22,113.822
15/07/15 14:00:24,113.691
15/07/15 14:00:26,113.822
15/07/15 14:00:28,113.822
15/07/15 14:00:30,113.822
15/07/15 14:00:32,113.756
15/07/15 14:00:34,113.756
15/07/15 14:00:36,113.756
15/07/15 14:00:38,113.756
15/07/15 14:00:40,113.756
15/07/15 14:00:42,113.756
15/07/15 14:00:44,113.822
15/07/15 14:00:46,113.756
15/07/15 14:00:48,113.756
15/07/15 14:00:50,113.756
15/07/15 14:00:52,113.756
15/07/15 14:00:54,113.756
15/07/15 14:00:56,113.756
15/07/15 14:00:58,113.756
15/07/15 14:01:00,113.822
15/07/15 14:01:02,113.822
15/07/15 14:01:04,113.822
15/07/15 14:01:06,113.756
15/07/15 14:01:08,113.756
15/07/15 14:01:10,113.822
15/07/15 14:01:12,113.888
15/07/15 14:01:14,113.822
15/07/15 14:01:16,113.822
15/07/15 14:01:18,113.822
15/07/15 14:01:20,113.822
15/07/15 14:01:22,113.822
15/07/15 14:01:24,113.822
15/07/15 14:01:26,113.822
15/07/15 14:01:28,113.756
15/07/15 14:01:30,113.756
15/07/15 14:01:32,113.822
15/07/15 14:01:34,113.822
15/07/15 14:01:36,113.822
15/07/15 14:01:38,113.822
15/07/15 14:01:40,113.822
15/07/15 14:01:42,113.822
15/07/15 14:01:44,113.822
15/07/15 14:01:46,113.756
15/07/15 14:01:48,113.822
15/07/15 14:01:50,113.822
15/07/15 14:01:52,113.822
15/07/15 14:01:54,113.822
15/07/15 14:01:56,113.888
15/07/15 14:01:58,113.954
15/07/15 14:02:00,113.822
15/07/15 14:02:02,113.888
15/07/15 14:02:04,113.888
15/07/15 14:02:06,113.822
15/07/15 14:02:08,113.822
15/07/15 14:02:10,113.888
15/07/15 14:02:12,113.822
15/07/15 14:02:14,113.888
15/07/15 14:02:16,113.954
15/07/15 14:02:18,113.888
15/07/15 14:02:20,113.888
15/07/15 14:02:22,113.888
15/07/15 14:02:24,113.888
15/07/15 14:02:26,113.888
15/07/15 14:02:28,113.954
15/07/15 14:02:30,113.954
15/07/15 14:02:32,113.954
15/07/15 14:02:34,114.019
15/07/15 14:02:36,113.888
15/07/15 14:02:38,113.888
15/07/15 14:02:40,113.888
15/07/15 14:02:42,113.954
15/07/15 14:02:44,113.888
15/07/15 14:02:46,113.954
15/07/15 14:02:48,114.019
15/07/15 14:02:50,114.019
15/07/15 14:02:52,114.019
15/07/15 14:02:54,113.954
15/07/15 14:02:56,113.954
15/07/15 14:02:58,113.954
15/07/15 14:03:00,113.954
15/07/15 14:03:02,113.954
15/07/15 14:03:04,113.954
15/07/15 14:03:06,114.019
15/07/15 14:03:08,114.019
15/07/15 14:03:10,114.019
15/07/15 14:03:12,113.954
15/07/15 14:03:14,114.019
15/07/15 14:03:16,113.954
15/07/15 14:03:18,113.954
15/07/15 14:03:20,114.019
15/07/15 14:03:22,114.019
15/07/15 14:03:24,114.019
15/07/15 14:03:26,114.019
15/07/15 14:03:28,114.019
15/07/15 14:03:30,114.019
15/07/15 14:03:32,113.954
15/07/15 14:03:34,113.954
15/07/15 14:03:36,114.019
15/07/15 14:03:38,113.954
15/07/15 14:03:40,114.085
15/07/15 14:03:42,114.019
15/07/15 14:03:44,113.954
15/07/15 14:03:46,114.019
15/07/15 14:03:48,114.019
15/07/15 14:03:50,114.019
15/07/15 14:03:52,114.019
15/07/15 14:03:54,114.085
15/07/15 14:03:56,114.019
15/07/15 14:03:58,114.019
15/07/15 14:04:00,114.019
15/07/15 14:04:02,114.019
15/07/15 14:04:04,114.019
15/07/15 14:04:06,114.019
15/07/15 14:04:08,114.085
15/07/15 14:04:10,114.085
15/07/15 14:04:12,114.019
15/07/15 14:04:14,114.019
15/07/15 14:04:16,114.085
15/07/15 14:04:18,114.085
15/07/15 14:04:20,114.085
15/07/15 14:04:22,114.085
15/07/15 14:04:24,114.151
15/07/15 14:04:26,114.085
15/07/15 14:04:28,114.085
15/07/15 14:04:30,114.085
15/07/15 14:04:32,114.019
15/07/15 14:04:34,114.151
15/07/15 14:04:36,114.151
15/07/15 14:04:38,114.151
15/07/15 14:04:40,114.151
15/07/15 14:04:42,114.085
15/07/15 14:04:44,114.151
15/07/15 14:04:46,114.151
15/07/15 14:04:48,114.085
15/07/15 14:04:50,114.151
15/07/15 14:04:52,114.151
15/07/15 14:04:54,114.151
15/07/15 14:04:56,114.151
15/07/15 14:04:58,114.217
15/07/15 14:05:00,114.151
15/07/15 14:05:02,114.217
15/07/15 14:05:04,114.151
15/07/15 14:05:06,114.217
15/07/15 14:05:08,114.217
15/07/15 14:05:10,114.217
15/07/15 14:05:12,114.151
15/07/15 14:05:14,114.282
15/07/15 14:05:16,114.151
15/07/15 14:05:18,114.217
15/07/15 14:05:20,114.217
15/07/15 14:05:22,114.217
15/07/15 14:05:24,114.217
15/07/15 14:05:26,114.217
15/07/15 14:05:28,114.217
15/07/15 14:05:30,114.282
15/07/15 14:05:32,114.282
15/07/15 14:05:34,114.217
15/07/15 14:05:36,114.217
15/07/15 14:05:38,114.217
15/07/15 14:05:40,114.217
15/07/15 14:05:42,114.282
15/07/15 14:05:44,114.217
15/07/15 14:05:46,114.217
15/07/15 14:05:48,114.282
15/07/15 14:05:50,114.282
15/07/15 14:05:52,114.282
15/07/15 14:05:54,114.282
15/07/15 14:05:56,114.217
15/07/15 14:05:58,114.282
15/07/15 14:06:00,114.282
15/07/15 14:06:02,114.348
15/07/15 14:06:04,114.217
15/07/15 14:06:06,114.282
15/07/15 14:06:08,114.282
15/07/15 14:06:10,114.282
15/07/15 14:06:12,114.282
15/07/15 14:06:14,114.282
15/07/15 14:06:16,114.282
15/07/15 14:06:18,114.282
15/07/15 14:06:20,114.282
15/07/15 14:06:22,114.282
15/07/15 14:06:24,114.282
15/07/15 14:06:26,114.348
15/07/15 14:06:28,114.282
15/07/15 14:06:30,114.282
15/07/15 14:06:32,114.282
15/07/15 14:06:34,114.282
15/07/15 14:06:36,114.282
15/07/15 14:06:38,114.282
15/07/15 14:06:40,114.282
15/07/15 14:06:42,114.348
15/07/15 14:06:44,114.282
15/07/15 14:06:46,114.282
15/07/15 14:06:48,114.348
15/07/15 14:06:50,114.348
15/07/15 14:06:52,114.348
15/07/15 14:06:54,114.282
15/07/15 14:06:56,114.217
15/07/15 14:06:58,114.217
15/07/15 14:07:00,114.282
15/07/15 14:07:02,114.282
15/07/15 14:07:04,114.282
15/07/15 14:07:06,114.217
15/07/15 14:07:08,114.217
15/07/15 14:07:10,114.282
15/07/15 14:07:12,114.282
15/07/15 14:07:14,114.282
15/07/15 14:07:16,114.217
15/07/15 14:07:18,114.282
15/07/15 14:07:20,114.282
15/07/15 14:07:22,114.217
15/07/15 14:07:24,114.282
15/07/15 14:07:26,114.282
15/07/15 14:07:28,114.217
15/07/15 14:07:30,114.217
15/07/15 14:07:32,114.217
15/07/15 14:07:34,114.217
15/07/15 14:07:36,114.282
15/07/15 14:07:38,114.282
15/07/15 14:07:40,114.282
15/07/15 14:07:42,114.282
15/07/15 14:07:44,114.282
15/07/15 14:07:46,114.282
15/07/15 14:07:48,114.282
15/07/15 14:07:50,114.282
15/07/15 14:07:52,114.348
15/07/15 14:07:54,114.282
15/07/15 14:07:56,114.282
15/07/15 14:07:58,114.282
15/07/15 14:08:00,114.282
