"Date Time, GMT+00:00","Abs Pres, kPa"
15/07/16 15:00:00,116.387
15/07/16 15:00:02,116.453
15/07/16 15:00:04,116.387
15/07/16 15:00:06,116.321
15/07/16 15:00:08,116.387
15/07/16 15:00:10,116.387
15/07/16 15:00:12,116.321
15/07/16 15:00:14,116.387
15/07/16 15:00:16,116.387
15/07/16 15:00:18,116.321
15/07/16 15:00:20,116.387
15/07/16 15:00:22,116.387
15/07/16 15:00:24,116.387
15/07/16 15:00:26,116.387
15/07/16 15:00:28,116.387
15/07/16 15:00:30,116.321
15/07/16 15:00:32,116.387
15/07/16 15:00:34,116.387
15/07/16 15:00:36,116.321
15/07/16 15:00:38,116.387
15/07/16 15:00:40,116.321
15/07/16 15:00:42,116.321
15/07/16 15:00:44,116.321
15/07/16 15:00:46,116.255
15/07/16 15:00:48,116.321
15/07/16 15:00:50,116.321
15/07/16 15:00:52,116.387
15/07/16 15:00:54,116.387
15/07/16 15:00:56,116.387
15/07/16 15:00:58,116.387
15/07/16 15:01:00,116.387
15/07/16 15:01:02,116.453
15/07/16 15:01:04,116.453
15/07/16 15:01:06,116.387
15/07/16 15:01:08,116.387
15/07/16 15:01:10,116.453
15/07/16 15:01:12,116.453
15/07/16 15:01:14,116.453
15/07/16 15:01:16,116.453
15/07/16 15:01:18,116.518
15/07/16 15:01:20,116.387
15/07/16 15:01:22,116.453
15/07/16 15:01:24,116.387
15/07/16 15:01:26,116.321
15/07/16 15:01:28,116.321
15/07/16 15:01:30,116.387
15/07/16 15:01:32,116.387
15/07/16 15:01:34,116.321
15/07/16 15:01:36,116.387
15/07/16 15:01:38,116.387
15/07/16 15:01:40,116.387
15/07/16 15:01:42,116.453
15/07/16 15:01:44,116.453
15/07/16 15:01:46,116.387
15/07/16 15:01:48,116.321
15/07/16 15:01:50,116.321
15/07/16 15:01:52,116.387
15/07/16 15:01:54,116.387
15/07/16 15:01:56,116.453
15/07/16 15:01:58,116.453
15/07/16 15:02:00,116.387
15/07/16 15:02:02,116.387
15/07/16 15:02:04,116.453
15/07/16 15:02:06,116.387
15/07/16 15:02:08,116.387
15/07/16 15:02:10,116.387
15/07/16 15:02:12,116.387
15/07/16 15:02:14,116.387
15/07/16 15:02:16,116.387
15/07/16 15:02:18,116.387
15/07/16 15:02:20,116.387
15/07/16 15:02:22,116.453
15/07/16 15:02:24,116.518
15/07/16 15:02:26,116.387
15/07/16 15:02:28,116.387
15/07/16 15:02:30,116.453
15/07/16 15:02:32,116.453
15/07/16 15:02:34,116.453
15/07/16 15:02:36,116.453
15/07/16 15:02:38,116.518
15/07/16 15:02:40,116.453
15/07/16 15:02:42,116.453
15/07/16 15:02:44,116.453
15/07/16 15:02:46,116.453
15/07/16 15:02:48,116.453
15/07/16 15:02:50,116.453
15/07/16 15:02:52,116.453
15/07/16 15:02:54,116.453
15/07/16 15:02:56,116.387
15/07/16 15:02:58,116.518
15/07/16 15:03:00,116.518
15/07/16 15:03:02,116.453
15/07/16 15:03:04,116.453
15/07/16 15:03:06,116.453
15/07/16 15:03:08,116.387
15/07/16 15:03:10,116.453
15/07/16 15:03:12,116.453
15/07/16 15:03:14,116.453
15/07/16 15:03:16,116.453
15/07/16 15:03:18,116.387
15/07/16 15:03:20,116.453
15/07/16 15:03:22,116.453
15/07/16 15:03:24,116.518
15/07/16 15:03:26,116.453
15/07/16 15:03:28,116.453
15/07/16 15:03:30,116.453
15/07/16 15:03:32,116.453
15/07/16 15:03:34,116.453
15/07/16 15:03:36,116.453
15/07/16 15:03:38,116.453
15/07/16 15:03:40,116.518
15/07/16 15:03:42,116.453
