"Date Time, GMT+00:00","Abs Pres, kPa"
15/07/13 14:00:00,118.163
15/07/13 14:00:02,118.228
15/07/13 14:00:04,118.163
15/07/13 14:00:06,118.163
15/07/13 14:00:08,118.163
15/07/13 14:00:10,118.163
15/07/13 14:00:12,118.163
15/07/13 14:00:14,118.163
15/07/13 14:00:16,118.163
15/07/13 14:00:18,118.163
15/07/13 14:00:20,118.163
15/07/13 14:00:22,118.163
15/07/13 14:00:24,118.163
15/07/13 14:00:26,118.228
15/07/13 14:00:28,118.163
15/07/13 14:00:30,118.163
15/07/13 14:00:32,118.163
15/07/13 14:00:34,118.163
15/07/13 14:00:36,118.097
15/07/13 14:00:38,118.097
15/07/13 14:00:40,118.163
15/07/13 14:00:42,118.163
15/07/13 14:00:44,118.163
15/07/13 14:00:46,118.163
15/07/13 14:00:48,118.163
15/07/13 14:00:50,118.163
15/07/13 14:00:52,118.163
15/07/13 14:00:54,118.097
15/07/13 14:00:56,118.097
15/07/13 14:00:58,118.163
15/07/13 14:01:00,118.097
15/07/13 14:01:02,118.097
15/07/13 14:01:04,118.097
15/07/13 14:01:06,118.163
15/07/13 14:01:08,118.163
15/07/13 14:01:10,118.097
15/07/13 14:01:12,118.163
15/07/13 14:01:14,118.163
15/07/13 14:01:16,118.097
15/07/13 14:01:18,118.163
15/07/13 14:01:20,118.163
15/07/13 14:01:22,118.097
15/07/13 14:01:24,118.163
15/07/13 14:01:26,118.163
15/07/13 14:01:28,118.163
15/07/13 14:01:30,118.163
15/07/13 14:01:32,118.163
15/07/13 14:01:34,118.163
15/07/13 14:01:36,118.163
15/07/13 14:01:38,118.097
15/07/13 14:01:40,118.163
15/07/13 14:01:42,118.163
15/07/13 14:01:44,118.097
15/07/13 14:01:46,118.163
15/07/13 14:01:48,118.163
15/07/13 14:01:50,118.163
15/07/13 14:01:52,118.163
15/07/13 14:01:54,118.163
15/07/13 14:01:56,118.228
15/07/13 14:01:58,118.163
15/07/13 14:02:00,118.163
15/07/13 14:02:02,118.163
15/07/13 14:02:04,118.163
15/07/13 14:02:06,118.163
15/07/13 14:02:08,118.163
15/07/13 14:02:10,118.163
15/07/13 14:02:12,118.163
15/07/13 14:02:14,118.163
15/07/13 14:02:16,118.163
15/07/13 14:02:18,118.163
15/07/13 14:02:20,118.163
15/07/13 14:02:22,118.163
15/07/13 14:02:24,118.097
15/07/13 14:02:26,118.163
15/07/13 14:02:28,118.228
15/07/13 14:02:30,118.163
15/07/13 14:02:32,118.163
15/07/13 14:02:34,118.228
15/07/13 14:02:36,118.163
15/07/13 14:02:38,118.097
15/07/13 14:02:40,118.163
15/07/13 14:02:42,118.228
15/07/13 14:02:44,118.163
15/07/13 14:02:46,118.163
15/07/13 14:02:48,118.163
15/07/13 14:02:50,118.163
15/07/13 14:02:52,118.097
15/07/13 14:02:54,118.097
15/07/13 14:02:56,118.163
15/07/13 14:02:58,118.163
15/07/13 14:03:00,118.097
15/07/13 14:03:02,118.163
15/07/13 14:03:04,118.163
15/07/13 14:03:06,118.163
15/07/13 14:03:08,118.163
15/07/13 14:03:10,118.163
15/07/13 14:03:12,118.163
15/07/13 14:03:14,118.163
15/07/13 14:03:16,118.163
15/07/13 14:03:18,118.163
15/07/13 14:03:20,118.163
15/07/13 14:03:22,118.097
15/07/13 14:03:24,118.163
15/07/13 14:03:26,118.163
15/07/13 14:03:28,118.163
15/07/13 14:03:30,118.097
15/07/13 14:03:32,118.163
15/07/13 14:03:34,118.163
15/07/13 14:03:36,118.163
15/07/13 14:03:38,118.163
15/07/13 14:03:40,118.163
15/07/13 14:03:42,118.097
15/07/13 14:03:44,118.097
15/07/13 14:03:46,118.163
15/07/13 14:03:48,118.163
15/07/13 14:03:50,118.097
15/07/13 14:03:52,118.163
15/07/13 14:03:54,118.163
15/07/13 14:03:56,118.163
15/07/13 14:03:58,118.163
15/07/13 14:04:00,118.163
15/07/13 14:04:02,118.097
15/07/13 14:04:04,118.163
15/07/13 14:04:06,118.163
15/07/13 14:04:08,118.163
15/07/13 14:04:10,118.097
15/07/13 14:04:12,118.163
15/07/13 14:04:14,118.163
15/07/13 14:04:16,118.097
15/07/13 14:04:18,118.097
15/07/13 14:04:20,118.163
15/07/13 14:04:22,118.163
15/07/13 14:04:24,118.097
15/07/13 14:04:26,118.163
15/07/13 14:04:28,118.163
15/07/13 14:04:30,118.163
15/07/13 14:04:32,118.163
15/07/13 14:04:34,118.163
15/07/13 14:04:36,118.163
15/07/13 14:04:38,118.228
15/07/13 14:04:40,118.163
15/07/13 14:04:42,118.163
15/07/13 14:04:44,118.163
15/07/13 14:04:46,118.163
15/07/13 14:04:48,118.163
15/07/13 14:04:50,118.163
15/07/13 14:04:52,118.097
15/07/13 14:04:54,118.097
15/07/13 14:04:56,118.097
15/07/13 14:04:58,118.097
15/07/13 14:05:00,118.097
15/07/13 14:05:02,118.163
15/07/13 14:05:04,118.097
15/07/13 14:05:06,118.097
15/07/13 14:05:08,118.097
15/07/13 14:05:10,118.097
15/07/13 14:05:12,118.163
15/07/13 14:05:14,118.097
15/07/13 14:05:16,118.097
15/07/13 14:05:18,118.163
15/07/13 14:05:20,118.228
15/07/13 14:05:22,118.163
15/07/13 14:05:24,118.163
15/07/13 14:05:26,118.228
15/07/13 14:05:28,118.163
15/07/13 14:05:30,118.163
15/07/13 14:05:32,118.163
15/07/13 14:05:34,118.163
15/07/13 14:05:36,118.163
15/07/13 14:05:38,118.163
15/07/13 14:05:40,118.228
15/07/13 14:05:42,118.163
15/07/13 14:05:44,118.163
15/07/13 14:05:46,118.163
15/07/13 14:05:48,118.097
15/07/13 14:05:50,118.163
15/07/13 14:05:52,118.163
15/07/13 14:05:54,118.163
15/07/13 14:05:56,118.163
15/07/13 14:05:58,118.097
15/07/13 14:06:00,118.163
15/07/13 14:06:02,118.163
15/07/13 14:06:04,118.163
15/07/13 14:06:06,118.163
15/07/13 14:06:08,118.163
15/07/13 14:06:10,118.163
15/07/13 14:06:12,118.163
15/07/13 14:06:14,118.163
15/07/13 14:06:16,118.163
15/07/13 14:06:18,118.163
15/07/13 14:06:20,118.163
15/07/13 14:06:22,118.097
15/07/13 14:06:24,118.163
15/07/13 14:06:26,118.097
15/07/13 14:06:28,118.163
15/07/13 14:06:30,118.163
15/07/13 14:06:32,118.163
15/07/13 14:06:34,118.163
15/07/13 14:06:36,118.097
15/07/13 14:06:38,118.163
15/07/13 14:06:40,118.097
15/07/13 14:06:42,118.163
15/07/13 14:06:44,118.097
15/07/13 14:06:46,118.163
15/07/13 14:06:48,118.163
15/07/13 14:06:50,118.097
15/07/13 14:06:52,118.163
15/07/13 14:06:54,118.097
15/07/13 14:06:56,118.097
15/07/13 14:06:58,118.097
15/07/13 14:07:00,118.097
15/07/13 14:07:02,118.163
15/07/13 14:07:04,118.163
15/07/13 14:07:06,118.163
15/07/13 14:07:08,118.097
15/07/13 14:07:10,118.097
15/07/13 14:07:12,118.097
15/07/13 14:07:14,118.097
15/07/13 14:07:16,118.163
15/07/13 14:07:18,118.097
15/07/13 14:07:20,118.228
15/07/13 14:07:22,118.228
15/07/13 14:07:24,118.163
15/07/13 14:07:26,118.097
15/07/13 14:07:28,118.097
15/07/13 14:07:30,118.097
15/07/13 14:07:32,118.097
15/07/13 14:07:34,118.163
15/07/13 14:07:36,118.163
15/07/13 14:07:38,118.097
15/07/13 14:07:40,118.097
15/07/13 14:07:42,118.163
15/07/13 14:07:44,118.097
15/07/13 14:07:46,118.097
15/07/13 14:07:48,118.163
15/07/13 14:07:50,118.097
15/07/13 14:07:52,118.163
15/07/13 14:07:54,118.163
15/07/13 14:07:56,118.097
15/07/13 14:07:58,118.097
15/07/13 14:08:00,118.163
15/07/13 14:08:02,118.097
15/07/13 14:08:04,118.097
15/07/13 14:08:06,118.163
15/07/13 14:08:08,118.163
15/07/13 14:08:10,118.097
15/07/13 14:08:12,118.163
15/07/13 14:08:14,118.163
15/07/13 14:08:16,118.163
15/07/13 14:08:18,118.097
15/07/13 14:08:20,118.097
15/07/13 14:08:22,118.163
15/07/13 14:08:24,118.163
15/07/13 14:08:26,118.228
15/07/13 14:08:28,118.163
15/07/13 14:08:30,118.163
15/07/13 14:08:32,118.097
15/07/13 14:08:34,118.163
15/07/13 14:08:36,118.097
15/07/13 14:08:38,118.163
15/07/13 14:08:40,118.097
15/07/13 14:08:42,118.163
15/07/13 14:08:44,118.163
15/07/13 14:08:46,118.097
15/07/13 14:08:48,118.163
15/07/13 14:08:50,118.097
15/07/13 14:08:52,118.097
15/07/13 14:08:54,118.097
15/07/13 14:08:56,118.163
15/07/13 14:08:58,118.097
15/07/13 14:09:00,118.097
15/07/13 14:09:02,118.097
15/07/13 14:09:04,118.097
15/07/13 14:09:06,118.097
15/07/13 14:09:08,118.097
15/07/13 14:09:10,118.097
15/07/13 14:09:12,118.097
15/07/13 14:09:14,118.097
15/07/13 14:09:16,118.031
15/07/13 14:09:18,118.097
15/07/13 14:09:20,118.097
15/07/13 14:09:22,118.097
15/07/13 14:09:24,118.097
15/07/13 14:09:26,118.097
15/07/13 14:09:28,118.097
15/07/13 14:09:30,118.097
15/07/13 14:09:32,118.097
15/07/13 14:09:34,118.097
15/07/13 14:09:36,118.097
15/07/13 14:09:38,118.097
15/07/13 14:09:40,118.097
15/07/13 14:09:42,118.163
15/07/13 14:09:44,118.097
15/07/13 14:09:46,118.097
15/07/13 14:09:48,118.097
15/07/13 14:09:50,118.097
15/07/13 14:09:52,118.031
15/07/13 14:09:54,118.097
15/07/13 14:09:56,118.097
15/07/13 14:09:58,118.163
15/07/13 14:10:00,118.097
15/07/13 14:10:02,118.097
