"Date Time, GMT+00:00","Abs Pres, kPa"
15/07/11 13:00:00,119.083
15/07/11 13:00:02,119.083
15/07/11 13:00:04,119.083
15/07/11 13:00:06,119.083
15/07/11 13:00:08,119.083
15/07/11 13:00:10,119.083
15/07/11 13:00:12,119.083
15/07/11 13:00:14,119.083
15/07/11 13:00:16,119.083
15/07/11 13:00:18,119.083
15/07/11 13:00:20,119.017
15/07/11 13:00:22,119.083
15/07/11 13:00:24,119.083
15/07/11 13:00:26,119.083
15/07/11 13:00:28,119.017
15/07/11 13:00:30,119.083
15/07/11 13:00:32,119.083
15/07/11 13:00:34,119.083
15/07/11 13:00:36,119.017
15/07/11 13:00:38,119.083
15/07/11 13:00:40,119.017
15/07/11 13:00:42,119.017
15/07/11 13:00:44,119.017
15/07/11 13:00:46,119.017
15/07/11 13:00:48,119.083
15/07/11 13:00:50,119.083
15/07/11 13:00:52,119.017
15/07/11 13:00:54,119.017
15/07/11 13:00:56,119.083
15/07/11 13:00:58,119.083
15/07/11 13:01:00,119.017
15/07/11 13:01:02,119.083
15/07/11 13:01:04,119.017
15/07/11 13:01:06,119.017
15/07/11 13:01:08,118.952
15/07/11 13:01:10,119.017
15/07/11 13:01:12,118.952
15/07/11 13:01:14,118.952
15/07/11 13:01:16,118.952
15/07/11 13:01:18,119.017
15/07/11 13:01:20,118.952
15/07/11 13:01:22,118.952
15/07/11 13:01:24,118.952
15/07/11 13:01:26,119.017
15/07/11 13:01:28,118.952
15/07/11 13:01:30,119.017
15/07/11 13:01:32,119.017
15/07/11 13:01:34,119.017
15/07/11 13:01:36,119.017
15/07/11 13:01:38,119.017
15/07/11 13:01:40,118.952
15/07/11 13:01:42,119.017
15/07/11 13:01:44,119.017
15/07/11 13:01:46,118.952
15/07/11 13:01:48,119.017
15/07/11 13:01:50,118.952
15/07/11 13:01:52,119.017
15/07/11 13:01:54,118.952
15/07/11 13:01:56,118.952
15/07/11 13:01:58,118.952
15/07/11 13:02:00,118.952
15/07/11 13:02:02,118.952
15/07/11 13:02:04,119.017
15/07/11 13:02:06,118.952
15/07/11 13:02:08,119.017
15/07/11 13:02:10,119.017
15/07/11 13:02:12,119.017
15/07/11 13:02:14,119.017
15/07/11 13:02:16,118.952
15/07/11 13:02:18,118.952
15/07/11 13:02:20,118.952
15/07/11 13:02:22,119.017
15/07/11 13:02:24,118.952
15/07/11 13:02:26,118.952
15/07/11 13:02:28,118.952
15/07/11 13:02:30,118.952
15/07/11 13:02:32,118.952
15/07/11 13:02:34,118.952
15/07/11 13:02:36,118.952
15/07/11 13:02:38,118.952
15/07/11 13:02:40,118.886
15/07/11 13:02:42,118.952
15/07/11 13:02:44,118.952
15/07/11 13:02:46,118.952
15/07/11 13:02:48,118.886
15/07/11 13:02:50,118.952
15/07/11 13:02:52,118.952
15/07/11 13:02:54,118.952
15/07/11 13:02:56,118.886
15/07/11 13:02:58,118.886
15/07/11 13:03:00,118.886
15/07/11 13:03:02,118.952
15/07/11 13:03:04,118.886
15/07/11 13:03:06,118.952
15/07/11 13:03:08,118.952
15/07/11 13:03:10,118.952
15/07/11 13:03:12,118.886
15/07/11 13:03:14,118.886
15/07/11 13:03:16,118.952
15/07/11 13:03:18,118.886
15/07/11 13:03:20,118.886
15/07/11 13:03:22,118.952
15/07/11 13:03:24,118.886
15/07/11 13:03:26,118.886
15/07/11 13:03:28,118.886
15/07/11 13:03:30,118.886
15/07/11 13:03:32,118.886
15/07/11 13:03:34,118.886
15/07/11 13:03:36,118.886
15/07/11 13:03:38,118.886
15/07/11 13:03:40,118.886
15/07/11 13:03:42,118.886
15/07/11 13:03:44,118.886
15/07/11 13:03:46,118.886
