   0.00262948  0.000315882 -2.11729e-07
   0.00270630  0.000283255  4.85636e-07
   0.00271054  0.000285092  4.36997e-07
   0.00270327  0.000285200  4.38303e-07
   0.00270416  0.000283808  4.40717e-07
   0.00267961  0.000296215  1.95166e-07
   0.00271620  0.000279459  5.60670e-07
   0.00270382  0.000283626  4.52513e-07
   0.00272032  0.000278078  5.86472e-07
   0.00271264  0.000282098  4.98119e-07
   0.00270714  0.000283545  4.61922e-07
   0.00269855  0.000287227  3.95361e-07
   0.00270676  0.000284831  4.31297e-07
   0.00273315  0.000273929  7.08468e-07
   0.00270659  0.000283499  4.69136e-07
   0.00271143  0.000282174  5.01209e-07
