"TOA5","Th-Bowdoin-2","CR1000","8318","CR1000.Std.12","CPU:BOWD-2_THERM-2014.CR1","5649","Public"
"TIMESTAMP","RECORD","PTemp","BatV","Resist(1)","Resist(2)","Resist(3)","Resist(4)","Resist(5)","Resist(6)","Resist(7)","Resist(8)","Resist(9)","Resist(10)","Resist(11)","Resist(12)","Resist(13)","Resist(14)","Resist(15)","Resist(16)","Voltage(1)","Voltage(2)","Voltage(3)","Voltage(4)","Voltage(5)","Voltage(6)","Voltage(7)","Voltage(8)","Voltage(9)","Voltage(10)","Voltage(11)","Voltage(12)","Voltage(13)","Voltage(14)","Voltage(15)","Voltage(16)","domeasure"
"TS","RN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2015-07-08 13:05:18.07",16746,7.486935,12.57211,27.17134,28.36443,29.12791,31.77249,33.91656,33.98969,35.65138,36.10723,35.70922,35.536,35.3446,33.98969,31.70435,23.74492,30.83197,47.66045,-24.73844,-14.01175,-7.374604,14.34696,30.63813,31.17446,43.04087,46.19184,43.44312,42.23637,40.89553,31.17446,13.81062,-58.19233,6.838269,113.703,0
"2015-07-10 17:31:51.1",2,9.0797,12.02501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015-07-12 16:32:15.77",1,9.479595,12.82457,27.17954,28.37257,29.13601,31.78894,33.9243,34.00657,35.66859,36.12451,35.71679,35.54358,35.3522,33.99741,31.70377,21.96844,30.84823,47.14428,-24.66317,-13.94005,-7.305123,14.47621,30.69492,31.2981,43.16055,46.31046,43.49564,42.28929,40.9489,31.23108,13.80601,-77.27346,6.970026,111.1183,1
"2015-07-14 18:12:38.19",100,14.49061,12.74462,27.16494,28.36495,29.12039,31.77189,33.91518,33.98827,35.64932,36.10498,35.70715,35.53399,35.34266,33.97913,31.69526,23.61802,30.83996,46.87931,-24.79722,-14.00708,-7.439165,14.34217,30.62791,31.16407,43.02652,46.17644,43.42864,42.22229,40.8819,31.09705,13.739,-59.51332,6.903009,109.778,0
